"scenario","order","UMAP1","UMAP2","group"
"Null (no structure)",1,-0.726020143175125,-0.587168599674647,"group 1"
"Null (no structure)",1,-0.719812677049637,-0.422366286823695,"group 1"
"Null (no structure)",1,-1.72948388829231,-1.38054790646786,"group 1"
"Null (no structure)",1,0.489343359327316,0.216085766246374,"group 1"
"Null (no structure)",1,-2.72362975850105,0.781480763843114,"group 1"
"Null (no structure)",1,-0.481975362443924,1.50959027818387,"group 1"
"Null (no structure)",1,0.264282419538498,0.648184989383275,"group 1"
"Null (no structure)",1,-0.362573907518387,-2.99312153012509,"group 1"
"Null (no structure)",1,0.951337053632736,2.24984083025699,"group 1"
"Null (no structure)",1,-0.428998754167557,-0.528410817692225,"group 1"
"Null (no structure)",1,1.30066175684929,-1.25620331914181,"group 1"
"Null (no structure)",1,-1.34643058552742,-1.3097421184277,"group 1"
"Null (no structure)",1,-0.46432142033577,-2.68315878064389,"group 1"
"Null (no structure)",1,1.10108156428337,-1.44609823376889,"group 1"
"Null (no structure)",1,-0.265353486680985,0.172607277324254,"group 1"
"Null (no structure)",1,2.37146253809929,0.723395262649114,"group 1"
"Null (no structure)",1,0.0522386573314666,-0.625892545292323,"group 1"
"Null (no structure)",1,-0.938716218614578,0.0146790489459585,"group 1"
"Null (no structure)",1,-2.15609149708748,0.0638787493014883,"group 1"
"Null (no structure)",1,-2.31543569340706,0.946743343761022,"group 1"
"Null (no structure)",1,0.324516012525558,1.59117307960039,"group 1"
"Null (no structure)",1,0.230521871900558,1.24032718389278,"group 1"
"Null (no structure)",1,-0.156840131425858,1.13356525151973,"group 1"
"Null (no structure)",1,1.95156283602715,2.43963823168522,"group 1"
"Null (no structure)",1,-1.79313640370369,-1.04705157429928,"group 1"
"Null (no structure)",1,-2.08234958424568,1.13061821906811,"group 1"
"Null (no structure)",1,1.27344365344048,0.408566807200963,"group 1"
"Null (no structure)",1,2.05539412722588,0.627459321906621,"group 1"
"Null (no structure)",1,-1.11173324360847,0.684741173675115,"group 1"
"Null (no structure)",1,-1.36020593419075,-0.920494700977748,"group 1"
"Null (no structure)",1,1.06579680666924,-0.66136541516537,"group 1"
"Null (no structure)",1,1.09130640254021,1.05275813191181,"group 1"
"Null (no structure)",1,0.785974933958054,-0.685122634479945,"group 1"
"Null (no structure)",1,0.880658342695236,-0.724625255176966,"group 1"
"Null (no structure)",1,-1.77941541447639,-1.43566908986325,"group 1"
"Null (no structure)",1,-1.07431392445564,-2.53803672940487,"group 1"
"Null (no structure)",1,-0.252043531084061,0.904717479636724,"group 1"
"Null (no structure)",1,1.7766491912365,-0.0115940824245859,"group 1"
"Null (no structure)",1,1.21030254588127,-2.31052150876278,"group 1"
"Null (no structure)",1,2.03537960276604,0.221504901340063,"group 1"
"Null (no structure)",1,1.01190538630486,-2.60419454724545,"group 1"
"Null (no structure)",1,1.40043254122734,2.0543217405582,"group 1"
"Null (no structure)",1,0.218697740888596,0.11398825495487,"group 1"
"Null (no structure)",1,-1.99484758152962,1.36350876538997,"group 1"
"Null (no structure)",1,-0.817217633867264,1.42356154023653,"group 1"
"Null (no structure)",1,-2.7012265182972,-0.759211684772914,"group 1"
"Null (no structure)",1,-1.21579484715462,0.0277079090381216,"group 1"
"Null (no structure)",1,-0.58622436299324,0.916782234599645,"group 1"
"Null (no structure)",1,2.04097528681755,0.162621115138585,"group 1"
"Null (no structure)",1,-0.618263528490067,-1.98849811703915,"group 1"
"Null (no structure)",1,-0.821417138719559,-1.17959847600216,"group 1"
"Null (no structure)",1,-2.63827543034554,0.169797514369542,"group 1"
"Null (no structure)",1,-0.963592336320877,0.00577721445804347,"group 1"
"Null (no structure)",1,1.09373827204704,0.936664973189886,"group 1"
"Null (no structure)",1,0.691094591474533,0.10224017946964,"group 1"
"Null (no structure)",1,-0.262385652208328,-1.55092730672116,"group 1"
"Null (no structure)",1,-0.793273255968094,1.21113035528904,"group 1"
"Null (no structure)",1,1.80495662913322,1.05503681748157,"group 1"
"Null (no structure)",1,-0.794977471971512,-0.303520585606043,"group 1"
"Null (no structure)",1,-1.16128711476326,-2.17860045583004,"group 1"
"Null (no structure)",1,1.56368680224419,-0.165769363949244,"group 1"
"Null (no structure)",1,-0.733598516130447,-1.13370123059506,"group 1"
"Null (no structure)",1,2.40170831904411,0.563363228728826,"group 1"
"Null (no structure)",1,1.24212498888969,-1.70763411671871,"group 1"
"Null (no structure)",1,-0.979662702226639,1.20230180471187,"group 1"
"Null (no structure)",1,-2.15545158162117,0.649485681941564,"group 1"
"Null (no structure)",1,1.55449910387993,2.37028423397785,"group 1"
"Null (no structure)",1,0.256199552869797,1.62171736060625,"group 1"
"Null (no structure)",1,0.0617463134288787,-2.53586187512631,"group 1"
"Null (no structure)",1,-1.16632108464241,-1.77365770489926,"group 1"
"Null (no structure)",1,0.795601084089279,1.55626002027636,"group 1"
"Null (no structure)",1,1.05065126643181,1.19872531740909,"group 1"
"Null (no structure)",1,0.430390074110031,0.263730739047582,"group 1"
"Null (no structure)",1,-1.07562856450081,-2.08064165265316,"group 1"
"Null (no structure)",1,-0.670987889909744,-0.896934176990931,"group 1"
"Null (no structure)",1,0.227780535078049,-2.6951169028973,"group 1"
"Null (no structure)",1,-0.041662976884842,0.610408161571081,"group 1"
"Null (no structure)",1,0.788749410963058,0.725611184527929,"group 1"
"Null (no structure)",1,1.96675605998039,-1.07146635205502,"group 1"
"Null (no structure)",1,1.86536736712456,-0.0393779531216074,"group 1"
"Null (no structure)",1,-1.42050676121712,-2.03709712178463,"group 1"
"Null (no structure)",1,0.324864580488205,2.04796180575138,"group 1"
"Null (no structure)",1,-0.119646833086014,2.15484288780933,"group 1"
"Null (no structure)",1,-1.69158677830696,-1.95769419820065,"group 1"
"Null (no structure)",1,-1.40149240269661,0.445699308803136,"group 1"
"Null (no structure)",1,-2.32557229771614,0.738655780246313,"group 1"
"Null (no structure)",1,1.07506389842033,-0.62501230389828,"group 1"
"Null (no structure)",1,0.907956554746628,0.71693596689945,"group 1"
"Null (no structure)",1,0.871820165967941,-0.652171041080897,"group 1"
"Null (no structure)",1,-1.42639522328377,-0.92390146405453,"group 1"
"Null (no structure)",1,1.93788976893425,-0.00538852364773046,"group 1"
"Null (no structure)",1,0.956964208936691,0.0942886814380239,"group 1"
"Null (no structure)",1,-0.414704606676102,1.22122583239322,"group 1"
"Null (no structure)",1,1.50435085520744,1.49296996816045,"group 1"
"Null (no structure)",1,2.34253592715263,0.462087725093419,"group 1"
"Null (no structure)",1,-0.26836662068367,1.32182459979301,"group 1"
"Null (no structure)",1,-0.478576467180252,2.08039102404361,"group 1"
"Null (no structure)",1,-1.51906375660896,1.39752695410496,"group 1"
"Null (no structure)",1,0.547784044599533,1.08850774615055,"group 1"
"Null (no structure)",1,-2.53565864338875,-0.104448463032191,"group 1"
"Null (no structure)",1,0.59280224070549,-1.75799765736813,"group 1"
"Null (no structure)",1,0.804670288419723,-0.200980450222437,"group 1"
"Null (no structure)",1,2.52296848521233,-1.45421161801571,"group 1"
"Null (no structure)",1,-1.93431072010994,1.17513677923923,"group 1"
"Null (no structure)",1,0.104400827741623,-2.04845109135861,"group 1"
"Null (no structure)",1,1.90853972659111,-1.85434618146176,"group 1"
"Null (no structure)",1,-2.19958572163582,-1.13285865933651,"group 1"
"Null (no structure)",1,-0.466275499010086,-0.108152534077113,"group 1"
"Null (no structure)",1,-1.78441505208015,1.3745466515327,"group 1"
"Null (no structure)",1,1.48100419268608,2.33665988295322,"group 1"
"Null (no structure)",1,-0.119152829790115,-0.502154256412928,"group 1"
"Null (no structure)",1,2.09478922114372,1.85053667872196,"group 1"
"Null (no structure)",1,-0.945941255235672,0.916688357284124,"group 1"
"Null (no structure)",1,2.96187920794487,-0.107242251942103,"group 1"
"Null (no structure)",1,-2.7972934700489,0.101690386226232,"group 1"
"Null (no structure)",1,0.780904009199142,-1.58896627576107,"group 1"
"Null (no structure)",1,-1.53263549580574,0.840082143237646,"group 1"
"Null (no structure)",1,1.00783796534538,0.360434387614782,"group 1"
"Null (no structure)",1,-1.84373073353767,-0.963462497303431,"group 1"
"Null (no structure)",1,-2.80427007451057,0.535748814036901,"group 1"
"Null (no structure)",1,-2.04547624363899,1.93498588054424,"group 1"
"Null (no structure)",1,0.803818180418014,0.795690153529699,"group 1"
"Null (no structure)",1,-1.64353160634041,1.47180784567242,"group 1"
"Null (no structure)",1,-0.621680066728592,-1.85528268964047,"group 1"
"Null (no structure)",1,0.730007126188278,-0.810931588718836,"group 1"
"Null (no structure)",1,0.647480919218063,-1.97786083371395,"group 1"
"Null (no structure)",1,2.07049007639885,1.5783852606917,"group 1"
"Null (no structure)",1,-2.28208665623665,-1.3724428668713,"group 1"
"Null (no structure)",1,0.360598280286789,-0.37408080250973,"group 1"
"Null (no structure)",1,-0.276288316392899,1.21302223651653,"group 1"
"Null (no structure)",1,0.367706491804123,0.848914061477239,"group 1"
"Null (no structure)",1,-1.70001439824104,1.59800605921989,"group 1"
"Null (no structure)",1,0.951328947401047,-0.777055169651454,"group 1"
"Null (no structure)",1,-1.48378448262215,-0.584909822056239,"group 1"
"Null (no structure)",1,-1.3536284424305,-1.78228869588131,"group 1"
"Null (no structure)",1,-1.59678964390755,-0.979384805271571,"group 1"
"Null (no structure)",1,1.50786586031914,-2.47026624829525,"group 1"
"Null (no structure)",1,1.27233357653618,-1.61012950093502,"group 1"
"Null (no structure)",1,1.89532060847282,-0.789085771152918,"group 1"
"Null (no structure)",1,-0.0126836754322053,-2.63682069928402,"group 1"
"Null (no structure)",1,-0.0342510200977326,-2.00308623463864,"group 1"
"Null (no structure)",1,-2.24980954899788,-0.288212086269801,"group 1"
"Null (no structure)",1,0.00759906992912285,0.45471570341831,"group 1"
"Null (no structure)",1,-0.176908300065994,-0.448725368092005,"group 1"
"Null (no structure)",1,-0.171496675157547,-0.774527932712977,"group 1"
"Null (no structure)",1,-0.221614644670487,1.74131873696094,"group 1"
"Null (no structure)",1,1.82421965823174,0.391876672198827,"group 1"
"Null (no structure)",1,-0.188229367876053,-2.31560959965939,"group 1"
"Null (no structure)",1,-0.616577909135819,1.29301503746753,"group 1"
"Null (no structure)",1,-0.16015653386116,-0.175057794163172,"group 1"
"Null (no structure)",1,1.1245905898571,-0.28986027390713,"group 1"
"Null (no structure)",1,-0.741971776628494,-0.175892259190028,"group 1"
"Null (no structure)",1,-2.58573417439461,-0.415278936932032,"group 1"
"Null (no structure)",1,-1.54846076741219,0.203062628200109,"group 1"
"Null (no structure)",1,0.369344427442551,1.14909127800709,"group 1"
"Null (no structure)",1,-1.11990527882576,-2.45365705640072,"group 1"
"Null (no structure)",1,1.76084752306938,1.20238364188915,"group 1"
"Null (no structure)",1,-0.299627587938309,1.50205450951105,"group 1"
"Null (no structure)",1,0.522751524305344,1.83740967958217,"group 1"
"Null (no structure)",1,2.10489459261894,0.634005640437658,"group 1"
"Null (no structure)",1,0.942097856855392,1.19630277602916,"group 1"
"Null (no structure)",1,-1.15922002568245,-0.293093825886195,"group 1"
"Null (no structure)",1,-1.651611135149,0.301709149768407,"group 1"
"Null (no structure)",1,0.0421549819469451,-1.00143280179257,"group 1"
"Null (no structure)",1,2.47153444514275,1.21385986058956,"group 1"
"Null (no structure)",1,2.13250799403191,0.011012290408666,"group 1"
"Null (no structure)",1,-0.0777366615772248,-0.81557455212826,"group 1"
"Null (no structure)",1,-1.07822255864143,-0.861701871464198,"group 1"
"Null (no structure)",1,0.378226950025558,2.92894837706333,"group 1"
"Null (no structure)",1,0.785490944242477,2.55888709872013,"group 1"
"Null (no structure)",1,1.35467429385185,1.52579300318828,"group 1"
"Null (no structure)",1,0.6835083507061,0.0367943987155508,"group 1"
"Null (no structure)",1,0.521959974622726,-2.5618537917828,"group 1"
"Null (no structure)",1,0.765051557874679,2.24233672468906,"group 1"
"Null (no structure)",1,-2.22960595860481,0.97900757639652,"group 1"
"Null (no structure)",1,-1.04648904576302,2.03669390528446,"group 1"
"Null (no structure)",1,-1.19163207783699,-0.224746610233729,"group 1"
"Null (no structure)",1,-2.01334934010506,-1.8108874812817,"group 1"
"Null (no structure)",1,0.884780361509323,2.04493096916919,"group 1"
"Null (no structure)",1,0.140490724897385,-2.37275567204708,"group 1"
"Null (no structure)",1,-0.622199342393875,-1.58630409390682,"group 1"
"Null (no structure)",1,-0.518559739732742,0.0298946842456411,"group 1"
"Null (no structure)",1,1.43005366549492,0.568220828464086,"group 1"
"Null (no structure)",1,2.73111946806908,-0.329656745502894,"group 1"
"Null (no structure)",1,-2.64823274388313,0.0430062755847525,"group 1"
"Null (no structure)",1,-0.898515031480789,-1.26163854748959,"group 1"
"Null (no structure)",1,1.85089678988457,-1.01401534230465,"group 1"
"Null (no structure)",1,2.5369600795269,1.15222251861339,"group 1"
"Null (no structure)",1,-2.79754667057991,0.103474591662938,"group 1"
"Null (no structure)",1,0.632399990415573,-0.131448413441126,"group 1"
"Null (no structure)",1,1.25073356852531,1.51882389820164,"group 1"
"Null (no structure)",1,-1.50815562977791,-0.322259689876979,"group 1"
"Null (no structure)",1,-2.09395818486214,1.62150927334076,"group 1"
"Null (no structure)",1,1.34518690333366,1.63801163881069,"group 1"
"Null (no structure)",1,-0.827478692674637,1.54401314332133,"group 1"
"Null (no structure)",1,2.14659662470818,1.52732863350754,"group 1"
"Null (no structure)",1,2.9645701192379,-0.305484797069972,"group 1"
"Null (no structure)",1,-0.206010625505447,2.06500098555332,"group 1"
"Null (no structure)",1,-2.53777913823128,-0.595579768726771,"group 1"
"Null (no structure)",1,-2.10655431523323,0.460085247447545,"group 1"
"Null (no structure)",1,0.565936519956589,0.273078297069127,"group 1"
"Null (no structure)",1,1.08350558505058,-0.544922496387904,"group 1"
"Null (no structure)",1,-0.292855546617508,-2.42616953999752,"group 1"
"Null (no structure)",1,0.136495783185959,2.2098016485477,"group 1"
"Null (no structure)",1,1.36312265620232,-1.10278859288449,"group 1"
"Null (no structure)",1,0.987032368040085,0.122755382945592,"group 1"
"Null (no structure)",1,0.110821440076828,1.65146576314216,"group 1"
"Null (no structure)",1,1.11937828288078,-1.72778144032711,"group 1"
"Null (no structure)",1,1.38279004321098,1.59846406131035,"group 1"
"Null (no structure)",1,-1.75642614140511,0.974154864242132,"group 1"
"Null (no structure)",1,0.51877184138298,1.63762426077371,"group 1"
"Null (no structure)",1,0.159049703931808,-1.6171847835278,"group 1"
"Null (no structure)",1,0.328664018964767,2.16451153605228,"group 1"
"Null (no structure)",1,-0.731675908708572,-1.47462954671139,"group 1"
"Null (no structure)",1,-1.91118840947151,1.63255592136627,"group 1"
"Null (no structure)",1,0.833547785139084,0.130046103885229,"group 1"
"Null (no structure)",1,2.54202361330986,-1.46289386899227,"group 1"
"Null (no structure)",1,0.753115608549118,1.12866920678859,"group 1"
"Null (no structure)",1,-1.24577598347664,1.36553420572525,"group 1"
"Null (no structure)",1,1.5602824233532,-0.314731146404688,"group 1"
"Null (no structure)",1,-0.342431829118729,2.55291340201145,"group 1"
"Null (no structure)",1,-0.838038728380203,0.719015990188177,"group 1"
"Null (no structure)",1,2.51961941943169,-0.866716529438441,"group 1"
"Null (no structure)",1,-2.52837543263435,-0.824876452991908,"group 1"
"Null (no structure)",1,-0.606274411821365,2.34201059191471,"group 1"
"Null (no structure)",1,-0.809797570848465,1.05816740243679,"group 1"
"Null (no structure)",1,0.296028330183029,0.0672381862903189,"group 1"
"Null (no structure)",1,1.046071960783,2.70426616518741,"group 1"
"Null (no structure)",1,-0.155995175981522,0.515712712695653,"group 1"
"Null (no structure)",1,-0.0317385651111604,-0.430649305889552,"group 1"
"Null (no structure)",1,2.26541133151054,0.944565092017705,"group 1"
"Null (no structure)",1,-0.356002137804031,0.65891138165241,"group 1"
"Null (no structure)",1,-0.78480367436409,1.00727484076267,"group 1"
"Null (no structure)",1,1.26264591441154,0.891103957583959,"group 1"
"Null (no structure)",1,-0.884716794633865,-0.825631047794764,"group 1"
"Null (no structure)",1,0.731364443159103,-1.73532834202999,"group 1"
"Null (no structure)",1,0.645683719968796,-0.391893889019435,"group 1"
"Null (no structure)",1,1.68661709055901,-1.65002694279904,"group 1"
"Null (no structure)",1,1.0481426261425,2.53511402457004,"group 1"
"Null (no structure)",1,1.03762812838554,-0.211701656887477,"group 1"
"Null (no structure)",1,-2.35871295704842,1.18255356400257,"group 1"
"Null (no structure)",1,-1.91302947773933,2.00021765082126,"group 1"
"Null (no structure)",1,1.11996145472527,-0.427070285389369,"group 1"
"Null (no structure)",1,-1.70634345784187,-0.517921353886073,"group 1"
"Null (no structure)",1,0.856098368024826,-1.74324169308895,"group 1"
"Null (no structure)",1,-0.177178666734696,-1.02475896031613,"group 1"
"Null (no structure)",1,0.712083771085739,-1.5612491622662,"group 1"
"Null (no structure)",1,0.270569994306564,-0.079643751690333,"group 1"
"Null (no structure)",1,0.171745016431808,-0.659716989109461,"group 1"
"Null (no structure)",1,-0.670500562334061,2.20983455031162,"group 1"
"Null (no structure)",1,-2.39953689351082,0.664054428031499,"group 1"
"Null (no structure)",1,1.31711287722588,-1.8278883949017,"group 1"
"Null (no structure)",1,-1.75509767308235,-0.884170438358729,"group 1"
"Null (no structure)",1,1.7285739921093,-0.0799488082622934,"group 1"
"Null (no structure)",1,0.835033132886887,-2.21157374531979,"group 1"
"Null (no structure)",1,2.55038089976311,1.07542342393642,"group 1"
"Null (no structure)",1,-1.2100999809742,0.44336578696018,"group 1"
"Null (no structure)",1,0.214568331098556,2.55748662798649,"group 1"
"Null (no structure)",1,-1.97169904484749,-1.0556191459393,"group 1"
"Null (no structure)",1,0.662403776502609,1.37758577316051,"group 1"
"Null (no structure)",1,1.88822312579155,0.398684595515783,"group 1"
"Null (no structure)",1,-2.28840713276863,0.305687282970006,"group 1"
"Null (no structure)",1,0.341863825178146,1.8151509806419,"group 1"
"Null (no structure)",1,0.340553953504562,-0.0952991500591684,"group 1"
"Null (no structure)",1,1.94997902140617,-1.54386058003659,"group 1"
"Null (no structure)",1,2.25789995417595,1.09555978029018,"group 1"
"Null (no structure)",1,2.28158374056816,-0.934179450581019,"group 1"
"Null (no structure)",1,2.4625463031292,-1.11338081509823,"group 1"
"Null (no structure)",1,1.23014254794121,0.901583646228368,"group 1"
"Null (no structure)",1,0.601267053937912,-2.71421089322323,"group 1"
"Null (no structure)",1,-0.389397428178787,-1.20562997014279,"group 1"
"Null (no structure)",1,2.49417467341423,0.238413427760656,"group 1"
"Null (no structure)",1,-2.57932309880257,-0.704248572895472,"group 1"
"Null (no structure)",1,0.694908573484421,1.00653735249286,"group 1"
"Null (no structure)",1,1.9973773501873,-0.221992398807948,"group 1"
"Null (no structure)",1,-0.194953248643875,2.63031837790256,"group 1"
"Null (no structure)",1,1.31063122973442,-1.4859169975018,"group 1"
"Null (no structure)",1,-2.14621190800667,-0.741088296482508,"group 1"
"Null (no structure)",1,-1.40587882771492,2.04845235197788,"group 1"
"Null (no structure)",1,1.37181444392204,1.68888181894069,"group 1"
"Null (no structure)",1,0.784138157224655,-1.25182929188961,"group 1"
"Null (no structure)",1,-2.20995359196663,0.542058621337469,"group 1"
"Null (no structure)",1,-2.19286994709969,1.53871471508389,"group 1"
"Null (no structure)",1,1.49116058573723,2.01117879598385,"group 1"
"Null (no structure)",1,0.168898775434494,0.801915083816106,"group 1"
"Null (no structure)",1,1.36429090723991,2.21457699387317,"group 1"
"Null (no structure)",1,-1.30991201176643,1.4700316719616,"group 1"
"Null (no structure)",1,1.17008347735405,-0.650009538242762,"group 1"
"Null (no structure)",1,1.66098160967827,-0.876657392094081,"group 1"
"Null (no structure)",1,-1.52547101750374,-1.30742373616452,"group 1"
"Null (no structure)",1,0.0563056014537811,-2.11087169797177,"group 1"
"Null (no structure)",1,-0.420841024065018,1.97732139079815,"group 1"
"Null (no structure)",1,1.74909754023552,0.392299030711706,"group 1"
"Null (no structure)",1,2.23046632037163,1.33863915949112,"group 1"
"Null (no structure)",1,2.18982882723808,0.569098924090917,"group 1"
"Null (no structure)",1,-1.95768909230232,1.92800757735019,"group 1"
"Null (no structure)",1,1.26526875720024,-0.481418277332728,"group 1"
"Null (no structure)",1,-0.121466443681717,1.19645122139698,"group 1"
"Null (no structure)",1,1.18060441241264,1.52156310043281,"group 1"
"Null (no structure)",1,-0.915183351182938,-1.24539628178829,"group 1"
"Null (no structure)",1,-1.09491996541023,-0.364189530918543,"group 1"
"Null (no structure)",1,-1.05562333836555,0.140417312076146,"group 1"
"Null (no structure)",1,-1.21677284016609,1.91398159115558,"group 1"
"Null (no structure)",1,-0.65407161488533,0.846426402022893,"group 1"
"Null (no structure)",1,0.191005899763107,0.601630960395391,"group 1"
"Null (no structure)",1,0.0077135108470916,-2.50161972195858,"group 1"
"Null (no structure)",1,-1.10828475728035,-0.768114949772303,"group 1"
"Null (no structure)",1,0.960875942564011,-1.70968523175473,"group 1"
"Null (no structure)",1,-0.138623998308182,1.67841829805618,"group 1"
"Null (no structure)",1,-0.945482061052322,-1.08697166592831,"group 1"
"Null (no structure)",1,1.08548517451286,0.897759889056737,"group 1"
"Null (no structure)",1,-0.493081853532791,1.21116146891361,"group 1"
"Null (no structure)",1,-2.13771419301033,0.017135713985021,"group 1"
"Null (no structure)",1,-0.985486314439774,1.0336189016605,"group 1"
"Null (no structure)",1,-0.115208432817459,0.379262302806432,"group 1"
"Null (no structure)",1,1.05352468714714,0.868527506282384,"group 1"
"Null (no structure)",1,1.46594186053276,1.29397143869644,"group 1"
"Null (no structure)",1,-2.71783523335457,-0.692636872837489,"group 1"
"Null (no structure)",1,-0.866197393083572,0.151669476916845,"group 1"
"Null (no structure)",1,2.63441844210625,1.48515135123378,"group 1"
"Null (no structure)",1,-0.320675656938553,-1.31156053693051,"group 1"
"Null (no structure)",1,-1.48370103611946,0.394117449214513,"group 1"
"Null (no structure)",1,-0.450699613237381,1.93794537036663,"group 1"
"Null (no structure)",1,-1.70483093037605,-1.22017803342098,"group 1"
